Review,title,Rating
"We had dinner in The Crypt. Its a nice setting, although very busy, and the food was really good and not very expensive. Obviously very popular for after work food. We had beef pie with fresh vegetables and everything tasted just like home made, good...More",Lovely breakfast in cool surroundings,5.0
"The food was amazing, and the fact that the profits go to the homeless certainly make this a worthwhile place to enjoy a meal.",Great Inexpensive Food,5.0
"This is my other spot that I always stop at when in London - lowest level of Church of St. Martin in the Fields, simple but delicious fare - soups, pies, roasted veg, and wonderful sweets. Quiet place to enjoy a yummy and economical lunch...More","Serene setting with average food at good prices, odd service",4.0
"How many times have I walked by the glass entrance to the Crypt café and ignored it? Yesterday a friend recommended we lunch here, and I've found a new favourite.
The food is scrumptious and the prices very reasonable; the staff are friendly and helpful....More",Stunning location in crypt with good food,5.0
"We stopped here with our two grandchildren whilst taking them to London for their first trip. I explained to them that it is best to support cafes similar to this one, rather than Costa and Starbucks etc. Although the cafe was packed we easily found...More","2 stars for food, 5 for ambiance",3.0
Brilliant location for gallery space next to this cafe. I went to see an exhibition by Annulus and it was just fantastic. Great art showcase.,Great food in a unique location.,4.0
Te only tin I like more tan crypts is cafes in crypts. The food was lovely and not touristic in quality or price. It's good value in a very touristy neighborhood and an evocative historic location. And it subsidizes the free concert you may have...More,Amongst The Living Dead,2.0
This cafeteria is right next to National Gallery. You can find an affordable and healthy meal here in the very expensive area.,Worst scone ever,2.0
"I usually eat here before or after my visit to the Royal Opera House. I love the ambience and setting. The crypt has been fully restored, and the pillars and arches are a marvel to look at. The atmosphere is very relaxed: you can take...More",A St Martin Miracle on Trafalgar Square,5.0
"This place is great and certianly the last place I would think to look to have a bite to eat.
It's english Cafe reasonbly priced especially for central london, but also the atmosphere is nice and the staff are very friendly.
I ate breakfast there...More",What a surprise!!,4.0
"Trying to get a table for 10 on a busy lunchtime anywhere in London is a nightmare but my wife had been to the Crypt before so seeking solace out of the rain we descended down the stairs.
Can l say i am not one...More",Afternoon tea,5.0
"I've been there for supper. Delicious, velvety carrot and coriander soup, with fresh and soft bread, and oh my! Tha apple hot pudding! Yummy! People there were very fruendly and smiling, and the setting is certainly worth the visit",Atmospheric and Centrally Located,4.0
"My Australian visitors told me about it being a hidden trap ensure and we were very pleasantly surprised. It was pretty full, but the queues were quite quick and the food was good value and very tasty. I would visit again.",Convenient if in the area,3.0
"What a delightful surprise to find such a lovely self-service cafeteria in downtown London. We went there after waking around Soho and Chinatown to relax and have our afternoon tea.
It's highly relaxing and I recommend their scones with clotted cream (£4.10) and a cup...More","Great venue, awful breakfast",2.0
"Have now tried the whole shebang at St Martins breakfast Lunch and Evening meal.
All tasty well served and value for money, the principles of the Crypt cafe also add to the principle why you should make it a must in central London.
Staff a...More",Enjoyed the Location More Than the Meal,3.0
"We have enjoyed classical music performances emanating from St. Martin-in-the-Fields for a very long time, so we were really looking forward to having dinner at the Cafe in the Crypt. After taking a double decker bus from The Tower to get there, we discovered, to...More",Pre Opera / Theatre supper,4.0
"St.Martin's for location, atmosphere, choice of food, shops. Runner-up, Cafe Below, the cafe in the crypt below St.Mary le Bow, only 5 mins from St.Paul's Cathedral. This was my first visit and i found it a nice little charmer with excellent pumpkin and lentil soup....More",What a location!,5.0
"Good quality reasonably-priced cafeteria self-service cafe ... but the real kicker is their regular Wednesday jazz and curry nights. There is a reasonable cover/entry charge, and they usually have a very good line up of musicians. All that with reasonably priced food and wine, cracker...More",A hidden gem! St. Martin in the Field Cafe in the Crypt,4.0
"I have eaten here many times before, usually before an evening concert, but had friends visiting London and so we 4 did the free lunchtime concert and opted for a late lunch. Plenty of choices, all at affordable prices and some yummy desserts if tempted....More",Ultimate food envy,4.0
"This is a cute eating place, strategically placed under the gorgeous church.No table service, but the food is good ,not expensive and plentiful.Go visit it!",An excellent location,4.0
"Not only a beautiful church (and supposedly the model for New England churches), but a very pleasant café in the crypt. Much more pleasant than going to the coffee chains.",Good meal in an atmosperic environment,3.0
"Conveniently located near Trafalgar Square and Leicester Square, this crypt below St Martin's in The Fields Church serves very decent food (possibly not the cheapest around) in interesting surroundings. Good value is the ""Soup and a Pudding"" duo, as is a quick visit just for...More","Unique space, fast easy lunch.",4.0
"The Crypt is a great place to visit for a quick coffee or a leisurely lunch. There is a sufficient range of cold snacks and hot meals to suit most tastes and the food is of a good standard and reasonably priced for London.
It...More",Great Value and Fun,5.0
"This is a perfect and reliable escape from the madness of Trafalgar Square. A self service café in a the lovely setting of the crypt of St. Martins in the Fields is a perfect place for a good cup of coffee, a little lunch or...More",We like the crypt but didn't have such great luck with our meal,3.0
"a self service cafeteria but in interesting surroundings in the crypt of st. martins just off trafalgar square. reasonable food at reasonable price (mains £9, desserts £4, pot tea £2) and pleasant service. can be very busy at peak times (not helped by some people...More",Fun Lunch,4.0
"The Cafe in the Crypt at St Martin in the Fields is an excellent place for reasonably priced food in the area of Trafalgar Square Our experience is of a good place for lunch where there’s always soup, one or two hot dishes and a...More",Good food in the crypt,4.0
A uniquely unusual place to stop and rest. We didn't stop for food instead just enjoyed a nice cup of tea. It was very busy and a little unorganised but that didn't spoil the ambiance of the setting. The food and drink prices are about...More,Great place to eat in London,4.0
The Crypt is one of those strange places to eat and drink. Thankfully it does not have the same crowd of bustling people to contend with than other well known fast food joints. The food is good but not amazing . The prices are similar...More,Escape the hustle bustle,4.0
"Everytime I travel to London, I always have a meal - lunch or dinner -at the Crypt at St. Martin's in the Field. Yes, it is a crypt - meaning, you're seating atop of ancient tombs, but no, it's not at all creepy - it's...More","Great venue, shame about everything else",2.0
"Potentially a really good cafe, but in reality a crowded and expensive canteen where we had to clear the table first. As soon as I had put my prawn salad on the table, another customer took my tray as no others were available. The salad...More",edible atmosphere in the Crypt,4.0
"Leave the hustle and bustle of Trafagar Square and wind down the sprial staircase into another world.Cool in the Summer and warm in the Winter this cafe is a haven of peace and tranquility. Reasonable prices, a wide range of snacks and meals and space...More",Great food and ambiance at a great price!,5.0
I used to frequent here many years before the revamp and absolutely loved the venue. It has less seating than before and less choices. Being lunch time there were queues but there was only one person on the till. So we are served our hot...More,Disappointing,3.0
"I was surprised to return to the Crypt after 12 years to find some changes, all for the good. It is no longer entirely self-service and the menu changes daily, it appears. I enjoyed the best salad of butternut squash and eggplant and I am...More",good value fish & crypts,4.0
"Firstly I should say say that I love the central location, the unique surroundings and the prospect of supporting a good cause. However, it really is a self service canteen rather than a cafe. I visited on a Friday night for a pre-concert meal which...More",A hidden gem,5.0
"Whilst undeniably a fabulous interior, the overall experience here I found very disappointing. It had very much an air of the school canteen about it - it even smelt like one, which I found very off putting.
True, I went on a manically busy week...More",Hidden gem - in the basement of St Martin in the Field cathedral,5.0
Lovely choice of reasonably priced food - we visited as a group of 8 and there was something for everyone but it was a bit difficult to find space for us all to sit. At the end of the day it is a self service...More,Excellent London restaurant,5.0
"While it has a bit of a ""cafeteria"" feel to it, the food was really good, and the setting in the crypt made for a very enjoyable lunch. It was busy, but there was plenty of space and seating. I would definitely recommend it for...More",Great food and atmosphere.,5.0
"Downstairs in our favorite church in London, in its crypt, is the Cafe in the Crypt with its splendid architectural features (artful vaulting). The cafeteria-style array of salads, main-course items, desserts, coffees, and teas is as attractive as the serving area is cleanly maintained. The...More",Oasis in the city,4.0
"The food and service is cafeteria style - a limited choice but freshly made and reasonable value, especially for central London. What makes the experience interesting is the location: on the side of Trafalgar Square next to the church there is a small, round, glass-walled...More",Always an option for a quick meal or snack,4.0
"What a great way to brighten up a normally gloomy part of a church. It's brightly lit and shows off the wonderful arches of the ceiling. We had tea and a cake, which was very good. The food looked reasonably priced, and if we're back...More",It was only a salad....,5.0
"Right underneath St Martins in the Fields Church, the crypt is a self service canteen like eatery serving a limited selection of food - soup, 2-3 main course, 1-2 dessert, hot drinks. The standard is largely OK (I ordered pork chop with gravy and vegetarian...More",Pricey,3.0
"Interior not impressive as you can expect from some descriptions! not for romantic date for sure.
Suitable for fast grabbing some simple dish and tea, not more. Desserts was 3.5/5 but that is not bad for London (later I got 3-/5 tiramisu in Ducasse restaraunt...More",Great location and the food keeps getting better!,4.0
Been here three times since I moved to London in 2010. I find it is costly for my standards but would plan to go again when taking walks near Trafalgar or Pall Mall. The cafe has a lovely ambiance even with the large crowds. But...More,cafe deal,1.0
We went to a jazz concert at St. Martin's in the field and ate dinner in the crypt beforehand. I was very pleasantly surprised at the quality of the food. It is served cafeteria style and there are not too many choices. But everything I...More,Cryptic Cafe',4.0
"Even though the idea of having good food in a crypt may seem creepy, it was a great experience. Stepping away from the hub-bub of Trafalgar and into the peace of the church was quite lovely. The food was well prepared and tasty and reasonably...More",Freshly prepared dishes,5.0
"Dining in London can be very expensive! The Crypt Restaurant, which is located close to Trafalgar Square, provides quality, home style cooked meals in a cafeteria style setting at a very reasonable price, and the profits support the church which is located above the restaurant....More",Cafe in the Crypt- Cheap & Awesome Afternoon Tea in Unbelievable Surroundings,4.0
"With a very peculiar setting, this cafe is located underground in a former crypt under the St Martin in the Fields Church. They had a couple of choices for main dish, salads and desserts. The main dishes were tasty, with quality ingredients and sufficient quantity....More",Can't believe the raves for this place,1.0
"Sitting in the courtyard with the church bells ringing - so devine. Good food, lots of history and very welcoming.",Excellent Cheap Food in the heart of London,5.0
"St. Martin's, on Trafalgar Square in London, has one of the best kept secrets in dining. We have been here many times and always found the quality high and prices reasonable. It is cafeteria service with just a few selections each day, but the selections...More",Hidden gem,5.0
"We had lattes, sandwiches, soup and cake, all delicious in the small café behind the church. We left the hustle and bustle of Trafalgar Square and found this little quiet oasis, it's set quite high so you can people watch or just chill. We will...More",Hidden Delight,4.0
"Why do people fall for this? Cheapish but not cheap. Interesting location but echoing and loud. Ghastly, truly ghastly food. Hard chicken, veg that had been boiled alive until they could do no more than smell and run. Why do SMITF do it? OK food...More","Amazing place , and really good food :)",4.0
We had lunch here and although the food was very good when we got it there was quite a long wait between ordering and delivery. When the food did arrive it was staggered so that two of our group got their paninis and then there...More,"Surprisingly tasty, cafeteria-style eatery",4.0
"This is one of our favorite places to eat in London! We had dinner here on our prior visit, and during our most recent trip to London in June, we ate here twice! Great food, good prices, and the ambiance of being in the crypt...More",A gem,4.0
"I have been here twice and had a pleasant lunch. Plenty of it and iced water available. However its popularity, I reckon, overruns the café and the staff try their best to stem the flow. Avoid the rush hour times and it will be more...More",Excellent,5.0
"Went based on a recommendation and was not disappointed. The coffee was very cheap and very nice, especially consider the fact it is next to Trafalgar Square.
I was slightly disappointed to learn that at 4pm they had run out of sandwiches.
I'd definitely return...More",Hidden Gem,4.0
"This cafe is a great find for the traveler. Located in the crypt under the St. Martins in the Field church (Trafalgar Square), meals are served cafeteria style for a very reasonable cost. Drink water for no added charge; look for the table with many...More",Gem of Peace in Central London,4.0
"Lunch in this reasonably priced, centrally situated, architecturally fascinating venue was a pleasure.","Good food, good cause.",4.0
"This must be the best value afternoon tea in London. Scone, cream and jam, plus two delicious small cakes from a selection, and a pot of tea which holds at least two large cups. All for £4.95. Also inexpensive soup and sandwich lunch option, full...More",Amazing location,4.0
"We'd read a favorable review, and I'd often wondered just what St Martins in the Field was all about. We were very pleased with the selection, presentation and, of course, the atmosphere. We were able to enjoy a leisurely lunch, then go upstairs for a...More",Reasonable for the centre!,4.0
"What a surprise to find this cafe in the crypt . I had breakfast here,price was cheap considering London prices .
They had jugs of lemon water and ice on the side to which you can help yourself , a great touch . Will be...More",One-of-a-Kind Experience,4.0
"The atmosphere is everything in this place: You are literally eating on tombstones of the departed in the crypt of Saint Martin's in the Fields. I thought it was really cool, and have wanted to visit this place for a while now. My boyfriend on...More",Well kept secret...............,5.0
Take the stress away from what to eat and head 'underground' to the crypt which provides a very good buffet style menu with ample choice and traditional English quality and value for money. There is also a very good gift shop which provides a very...More,not up to scratch,2.0
The current church of St. Martin-on-the-Fields was built between 1722 and 1724. So when we went down into the Crypt for a meal we were entering a centuries old space. It cannot be called a restaurant in the normal sense because there are only two...More,Hidden gem,5.0
"Every trip to London requires several stops at the Cafe in the Crypt. For lunch or tea, or a spot of espresso, it is a great value and a great stop to escape from the crowds around Trafalgar Square. The vaulted ceilings in the crypt...More",Unique visit,5.0
"Have eaten here many times and love the atmosphere. The food is always good, and is reasonably priced, especially for Central London. However this was the first time I've had a main meal here and was a bit disappointed by the limited choice. Only two...More",Afternoon tea,4.0
This was one of our favorite meals in London. Simple cafeteria-style line to check out your options. My husband and I split a tasty stew with potatoes and broccoli and finished our meal with a delicious apple crumble served with custard. The tombstones on the...More,"Good food, and convenient location near museums",4.0
"Stopped off here for tea and a scone. The scone was fresh and tasty, the jam was Wilkins of Tiptree and the cream was PROPER clotted cream. Choice of teas available. Great value. Friendly servers. Well worth a visit.",wonderful use of a church space,3.0
"We happened upon this great café / restaurant whilst looking for somewhere to eat at lunchtime. We walked down into the crypt and there, under the vaulted ceilings and over the gravestones in the café. The food was amazing and it was great value for...More",Good tasting plain food but Self service,4.0
"Fairly ordinary sandwiches and salads, tea and coffee is good (big mugs of tea), outside London wouldn't be worth the money but for here it is ok. Atmosphere is pleasant, bit noisy because of vaulted ceiling and old tombstone floor but that's one of the...More","Good value, wholesome food.",4.0
"Recently had a mini break in London, and attended a superb concert at St. Martin-in-the-fields.Not sure where to eat near venue, so as suggested on ticket voucher, we had a pre concert meal in the Crypt under the church. Somewhere a bit different and unusual....More",Skip it!,2.0
Lovely atmospheric place to sit and have tea but was let down by the standard of the food. The scone was a bit stale and biscuity and the table not particularly clean.,Expensive sandwich,3.0
Good lunch with varied choices all looking very appetising. Unusual setting makes a change to a cafe. Something for everyone.,"Great atmosphere, not-so-great food",3.0
This cafe is worth visiting only if it were for the environment. Good selection of snacks but a definitely bad coffee.,below average food in above average setting,3.0
I only had a mug of tea here but it was good tea and only £1.60. I thought for central London that ws excellent. Everywhere looked clean and the crypt itself beautifully cool on a hot summer's day.,Touristy,3.0
"This restaurant is actually in the crypt of St. Martin of the Fields. The walls are stone and wood. There is a good choice of food (ordered cafeteria style), everything from soup and sandwiches to hot food. I enjoyed the mushroom soup with a thick...More",Somewhere different to go for a drink or light lunch,4.0
"Great to step out of Trafalgar Square on a hot day into the calm of the crypt. The hot food is traditional home cooked fare with seasonal vegetables. There is quite a limited choice of hot food (one meat dish, one vegetarian) but also soups,...More",Great lunch with friends,5.0
"I must have had a lucky day. On my first full solo day in London after a couple of days on business, I wandered into the Church as a sightseer, only to find the full orchestra rehearsing for that evening's concert (Mozart of course). I...More",Very crowded and noisy but interesting,3.0
"I loved the ambiance in the crypt, and the fact that purchases benefitted the urban ministry of the church. The food was tasty and served cafeteria-style, so waiting was minimal. Prices were reasonable. There was nothing to dislike!",As good as ever.,5.0
This looked like an ideal place to rest and get some refreshment after being at the National Portrait Gallery. But we were really disappointed. The food was at best average - and the drinks overpriced. However the main problem was the location and the staff....More,Very crowded and very noisy but very popular,4.0
"A central location with a good choice of food with sensible prices. The location is cool.
We have only eaten breakfast there but would like to return for lunch or tea.
Take a look at the statue outside the main door of the church.",A Hidden Gem in the Heart of London,5.0
"We have eaten at the Crypt Cafe several times over the years. You can get a fresh homemade meal the menu changes daily and seasonally. Homemade soups, sandwiches, and hot items such as traditional English bangers and mash. Located right across the street from Trafalgar...More","Good wholesome food, reasonable prices and a a fun place to eat",5.0
We ended up eating both lunch and supper in this interesting setting as it was very convenient for the National Portrait Gallery (across the street) and fast and well priced for a supper before a breath taking concert upstairs in St. Martin in the Fields....More,Incredible setting!,4.0
Visited at 5pm when they started serving freshly cooked main courses. Really tasty meals. Nice cool environment in this hot weather. Reasonably priced. Would visit again.,Tasty food,5.0
"Local friends invited us to the Crypt for dinner, touting its reasonable prices and fantastic location. The fact that food is served cafeteria style is an extra benefit: you don't have to wait for your food to be delivered to your table.
Serving staffers were...More",Tea with Dead People,5.0
"The crypt will serve lunch, tea or dinner. It was my second visit to this local and it was nice to be able to have a bite to eat in such a historic area. I stopped to a late lunch and chose a bowl of...More",Perfect setting!,5.0
"We were a group of six and called into the crypt for some light refreshments. The location is very unusual and naturally, has buckets of history related to it, so in terms of location, it's difficult to fault. Although we did not try the main...More",Reasonable Prices in a great setting,5.0
"After reading such rave reviews and hearing of the cause the profits go to, I had to seek this cafe out and contribute a few £s.
Maybe it was the fact that I arrived for afternoon tea and the best of the. day had passed,...More",Unbeatable,5.0
"I expected the worst of a basement under a church in uber-central London: I found what must be the very best value in the West End - and in many other places, too. For the main courses, anyway.
Tuesdays are Pie Days. At just £8.95...More",underground crypt cafe,4.0
"This place was recommended by a tour guide as a spot that serves the poor community and an opportunity to support them, so my Catholic school educated son thought it would be a choice that would feed the soul. We expected it to be no-frills....More",Atmospheric and busy!,4.0
we went the first time just to see it and ended up just in time for Afternoon tea (2pm) it was so yummy that I made it one of my last things to do the last day we were there. The location is interesting and...More,Great location . Limited menu but good food.,4.0
Entry is via the glass domed staircase and lift to the left of the church and this leads you into the large atmospheric brick vaulted crypt. With a very warm sunny day outside it was good to enter the cooler surroundings and we were very...More,I know a great underground place in london!,4.0
"The concept sounds like one should make a point to go there. I disagree. If you are there for a concert, it is convenient and affordable. Other than that, it is cafeteria style and has the service to match.",Good wholesome food at great prices,5.0
"During a holiday trip we visited the Cafe in the Crypt hoping to start the day with an excellent breakfast of bacon, eggs, sausage, etc. We should have gone elsewhere as soon as we saw that the food came out of 'hot plates' rather than...More",A firm favourite worthy of regular pilgrimages.....,5.0
"I was looking for a causal place for dinner that might interest our two boys. They thought eating in a crypt was ""weird"" and have mentioned it since returning from our trip so maybe I accomplished my goal but I didn't realize the set up...More",Amazing experience,5.0
"A very convenient, reasonably priced place to eat before theatre or ENO visit. Easy to miss if you don't know it's there. Opposite Trafalgar Square in the Crypt of St Martins in the Fields. Look out for the glass domed column of an entrance to...More",Great value and lovely surroundings,5.0
"Right next to the National Gallery and Trafalgar Square, this cafe serves great coffee. The food looked really good, but I'd already had lunch. For location, value and friendly atmosphere it would be hard to beat. And best of all, the profits go to good...More",Underground Food,5.0
"We found this nice little cafeteria on recommendation of Rick Steves' 2014 London guide. It's a nice little cafe with good food - typically a couple of entrees, grab and go sandwiches, hot soups, bread, salads and desserts. It's a pleasant little cafe in the...More",Good value and pleasant surroundings,5.0
"A warm day deserves a bit of shade and a quick cuppa, so we popped into here after coming out of the National Portrait Gallery. Great entrance as you come down, with small shop and some kids brass rubbing with a demonstrator. Going into the...More",Wednesday jazz Wednesday 22nd Jan,5.0
"Dropped into the Crypt for the first time with some friends for lunch - having been recommended by friends. All in all a very pleasant surprise. To find a restaurant in the centre of London that isn't heaving with crowds, reasonably priced (a three course...More","Inexpensive for ""tea""",4.0
"Had my first London dinner there,in my recent business trip to London.
Of course the ambience is pretty evocative...The buffet layout doesn't help much the stranger to have a full picture of whati is on offer.The warm food was quite good,prices reasonable and,all in all,had...More",My favourite place to eat in London,4.0
"The food is, OK, but the price is right, and it's quick. It's a cafe after all. The space is pretty unique too, and one would expect to pay much more just for the atmosphere.",A great afternoon tea,5.0
"Many religious and museum properties throughout England offer lunch and we have happily moved from one Cathedral to the next, spending the morning crawling the nave and choir and reporting at noon for what is often a home-cooked quality meal served by the ladies of...More",Good Place to Eat near Traflagar Square,4.0
We recently attended an evening concert at St. Martin's and decided to have an early meal in the crypt found below the church. We found the crypt to be a nice environ for a evening drink we didn't have as good of luck with our...More,St Martins Crypt in danger of being Cr*p,2.0
"The Cafe in the Crypt was a fun stop while in London. It's across from The National Gallery, in the crypt of the church. The food was good and reasonably priced. It's also a good place to have a snack while sight seeing. The ambiance...More",Good Place to Eat Before Concert,4.0
"I hear so much about the high cost of London but this was good food at reasonable prices and a few steps away Trafalgar Square, the National Gallery, The National Portrait Gallery etc. And of course it is a church crypt which is not the...More",Average ,3.0
"Going to museums theatre or just wandering round Trafalgar Square this is a Must. The food is good and there is a varied selection. Not over priced for Central London . The tables are arranged on the old gravestones , surprisingly this is not at...More",Best cafe ever,5.0
"The area around Trafalgar Square can be very, very crowded and noisy. Escaping beneath the church to the crypt where it is cool is great. A great place to rest, eat, and relax before heading back out. And, the food is good, too. It is...More",A surprising experience,5.0
"Looked attractive however the chicken salad was almost all greenery with just about enough meat to get a tasting. Over £3 for a small bottle of fruit juice, heavily overpriced. Poor value for money all delivered by unhappy looking staff.
Despite the interesting environment I...More",Not worth the time or the money,3.0
"It's not easy to find a decent meal at an affordable price in the center of London. If you are between museums or about to head off to the theatre, you don't want a foodie ""event""; you want to eat acceptably well in a pleasant...More",Wonderful cafe,5.0
"This is in the trafalgar square area, across from the national gallery, we had the chicken dinner which was fantastic! If you are there on a Wednesday evening, there is jazz music. The boys liked seeing tombstones down there!","After lovely concert, excellent fare",4.0
"I would like to write a good review for this cafe but there were certain drawbacks when we went with a young family at 6pm on a busy summer day. The food looked good, with plenty of variety, and some interesting desserts, but we were...More",What a hidden gem,5.0
"Called in for lunch while visiting the National Gallery (just a minute away) and went for fish and chips for £9.50 which in central London is excellent value.
The location underground helps make an occasion of it, and nicely insulates you from the hustle and...More",Crackin' in the Crypt!,4.0
"Never knew this place until friends who are visiting from abroad recommended it and was quite taken by the lovely atmosphere based from the photos I have seen. I just thought that there isn't much choices but nevertheless, I have tried their roast chicken and...More",Once you have you meal and a seat.....,4.0
"One of the best places to eat in London - food delicious and price even better! Before attending a concert , my sister and I were only looking for a quick place to eat! The Crypt's food was delicious- served cafeteria style - a wonderful...More",A hidden gem,4.0
"We first visited this restaurant while in London in 2010, and had more lovely meals there on this visit. We loved the atmosphere and the food, as well as the concerts we attended in the church above. Reasonably priced (for London!).",Cold food,2.0
"If you are new to London you must try this hidden gem. Hidden I say as it is underground.
My wife and I dined here before going to the ENO on St Martins Lane to see Thebans.
We were surprised at the light, relaxed atmosphere...More",Super Fun and Great Food,5.0
"The Crypt is a wonderfully peaceful oasis in the heart of the city. Perfect for morning coffee, afternoon tea, lunch and/or dinner - the food is good, and reasonably priced. At peak times it's crowded, but you can usually squeeze in. If you're going to...More",Fun Dining Experience,4.0
"We visit the Café in the Crypt several times a year. Sometimes it's for a quick coffee; on other occasions a soup and a sandwich; but rarely for a full meal.
The Café is conveniently located and we support it because of its connection to...More",For the atmosphere...and locals,4.0
".... but what an interesting one! Smoked chicken with a selection of leaves, peas (yes, peas) but not just any sort of peas! Beetroot made an appearance and so too did jelly! I was a little taken aback, but IT WAS DELICIOUS! Served with crusty...More",Refuge,5.0
"Visited here on a Wednesday afternoon, thought we might struggle to get a table but there is ample seating. The interior is different and I rather liked it, was surprised it was quite warm as had expected it to be cool.
I found the food...More",Still good but needs to watch standards.,4.0
"In a review here in 2011, I said the location in the crypt at St. Martin's on Trafalgar Square was unbeatable, but I termed the food only average. I'd like to amend that to say that the food just keeps getting better and better. They...More",Full of character,4.0
"Jazz in the crypt.....jazz fabulous, venue atmospheric, could do with less bright lights. Food questionable! Date of visit 21 may.",lost the plot?,3.0
"Tucked into a corner of Trafalgar Square in Westminster, one will find the beautiful Georgian church of St Martins in The Fields, with the separate, quirky entrance to the crypt below. Descending the stairs, one is immediately presented with the friendly, simple arrangement of tables...More",Great find in the middle of London,5.0
"This small place serves food cafeteria-style. The choices are limited, but the dishes are freshly prepared, excellent quality and reasonably priced for London. Highly recommend this place for visitors to London who, like us, grow a little tired of dinner for two coming in at...More",Disappointing,3.0
"Oh the surroundings! As you can see from the pictures on my blog, sipping tea (or whatever you fancy) in this place is a little bit of what makes London special. Tea or coffee with scones & 2 cakes is £5.95. I have found it...More",A restaurant (location) to remember,4.0
The people who serve you speak pigeon english. As well as being able to teach Basil Faulty a thing or too about service. The food itself is railway cafeteria slop and you pay top shelf prices.,A good place to visit,4.0
"Need a place to eat early evening ?Heading for the theatre ,concert etc. ? This is a wonderful place right on Trafalgar square . Canteen style dining with a wonderful choice of hot and cold dishes, puds, wine ,beer etc.We paid £20ish for two of...More",Nice place for lunch - centrally located,4.0
This is a hidden oasis of calm in an otherwise very bustling location and a real gem. The coffee is good and reasonably priced while the crypt setting is pretty. Free Wi-Fi is an added bonus!,Jazz in The Crypt,4.0
Quirky hidden location - excellent choice of food and (given the location I was surprised to find ) drink.,Used to be good not now,1.0
"I've been there with my boyfriend, on a 3 days trip in London. I wanted to go there for years, and I haven't been dissapointed. The place looks amazing, and as soon as you're in , it smells really good . The staff was very...More",Good lunch spot,4.0
"The coolest part of eating here, of course, is that you're eating in an actual crypt. Pretty crazy. Food was good -- steak sandwiches, salads, soups, all sorts of stuff ... lots of selections but was very crowded when we went during lunch making seating...More",Good Authentic British Cooking,5.0
"Great atmosphere in this scenic location and a nice contrast to all the chain cafés in the area. Food portions are good and a good variation of menus if you visit regularly. Ideal for meeting parents, I usually come here to meet my mum before...More",Great food at reasonable prices at Trafalgar Square,5.0
Came here on a holiday in London. Got a very reasonable lunch with a decent portion. A great soup and then a sponge and custard for pud. Excellent food and filled me up before I explored the area. A really interesting venue.,Trip to London,3.0
"We stopped in for lunch at the recommendation of a friend. We expected a throng of tourists and people, but it was not that way at all. Its cafeteria style, and with that in consideration it was quite good. The cabbage an potatoes were perfect,...More",Lunch in the crypts,4.0
"After the hectic pace of a visit to London this cafe is the ideal stop off for just coffee and a cake (as we had) or a full hot lunch. It is cafeteria style but compensated by the location, other customers, and staff.","Wonderful, affordable, unique just off Trafalgar Square",5.0
Unique atmosphere and your custom also goes to support the work of the church. What's not to like people?!,Quirky Cafe in the Crypt,4.0
"Really nice! This self-service cafè restaurant is located jus a few metres from Trafalgar Square, and the food is served in the crypt of the church, very nice! Food is good, prices affordable. A relaxing place to stay when you are in that area!",Great ambience,5.0
"Visited London at the weekend and stopped here for lunch, after seeing it online.
Great location near Trafalgar Square, but not full to the brim with tourists. Great to get out of the bustle of London for a nice lunch.
Reasonably priced and couldn't fault...More",A meal in a Crypt!,5.0
"Saw a jazz band here and it was an experience to remember. The music was good, the service was friendly, and it was a pinch-yourself moment every time you realize that you're in a crypt underneath a very old church -- listening to music! You...More",Nice light lunch and good value,5.0
"My second trip to London and first time to the Cafe in the Crypt, at St. Martin in the Fields. Wonderful food options, great prices. A good place to rest and have a taste of home cooking.
It is cafeteria style, but so many options...More",An Experience of a Venue,4.0
"I have been going here for many years and like to feel we contribute to their charitable works
however last week we purchased a hot main course
it was cold and when my wife took it back we must have waited 10 minutes whilst they...More",Cold Fish and Chips,2.0
This place is just off Trafalgar Square and is a really treat for tea and coffee or for lunch. Being in the crypt of the Church the atmosphere is unique and the food wonderful!,"A beautiful cafe, food was expensive and disappointing",3.0
I found the cafe in the crypt delightful. I planned to go there while planning my visit to London. My brother found it creepy. I didn't have a problem with it. The setting is unusual but that is what makes the visit unique. We had...More,Delicious Food in Neat Surroundings,5.0
This has become a regular haunt for me whenever I visit London. The setting is fabulous. We had drinks and cakes - all of which were delicious. I'm sure I'll be back on my next visit to London.,Londons secret cafe!,4.0
"This restaurant/cafe was recommend to us by a fellow traveler years ago, and we have stopped in on various occasions. The food and drink on offer is well displayed, reasonable, and easy to carry to a table on the trays provided. Eating in the crypt...More",Quiet haven with good food,4.0
"It is a unique location. the food was OK, price was OK, Goods selection of food and drink. But it was not as cozy and interesting as it looked in the photo I saw beforehand","Easy, good value dining. Good for breakfast too!",4.0
"This self service restaurant serves a selection of salads, and hot food with a choice of drinks including wines by the glass. It's pretty atmospheric, set as it is in the crypt of St martins in the Field church, although that is lost to some...More",over rated,1.0
Cafe in the Crypt is really good value food in the centre of London - underneath St Martins in the Field in Trafalgar Square. You queue for food and drink and pay at the till - then find a table. So no waiter service. But...More,Not your regular cafe.,4.0
"You can go to the chruch and walk around the crypt, and that would do just fine. We had lunch there and could have done without it. It was expensive and the food was medicore. There are so many better places to eat, you should...More",Our all time favourite when in London,5.0
